id,fractal_id,symbol,direction,entry_price,sl_initial,volume_total,volume_per,status,source_timeframe,created_at
1025,370712,XAUUSDm,SELL,4249.54144,4253.371,0.05,0.05,closed,5min,2026-06-18T14:55:11.682090
1024,370711,XAUUSDm,SELL,4247.517040000001,4250.256,0.05,0.05,closed,5min,2026-06-18T14:55:10.350940
1023,370472,XAUUSDm,SELL,4243.00564,4247.167,0.05,0.05,closed,5min,2026-06-18T14:50:05.707176
1022,369717,XAUUSDm,SELL,4269.61036,4291.867,0.05,0.05,closed,5min,2026-06-18T14:40:09.627030
1021,368378,XAUUSDm,SELL,4255.47568,4269.726,0.05,0.05,closed,15min,2026-06-18T14:40:08.242191
1020,369601,XAUUSDm,BUY,4248.486176,4240.836,0.05,0.05,closed,5min,2026-06-18T14:35:08.056807
1019,368672,XAUUSDm,BUY,4248.486176,4240.836,0.05,0.05,closed,5min,2026-06-18T14:20:07.589589
1018,365928,XAUUSDm,BUY,4271.739572,4267.969,0.05,0.05,cancelled_restart,5min,2026-06-18T13:35:12.844664
1017,364173,XAUUSDm,BUY,4248.486176,4240.836,0.05,0.05,closed,5min,2026-06-18T13:09:17.813643
1016,362832,XAUUSDm,BUY,4231.932871999999,4186.172,0.05,0.05,closed,4H,2026-06-18T13:09:13.124696
1015,362248,XAUUSDm,SELL,4252.666920000001,4256.912,0.05,0.05,closed,15min,2026-06-18T13:00:16.472717
1014,361145,XAUUSDm,SELL,4243.00564,4247.167,0.05,0.05,closed,5min,2026-06-18T12:40:09.054258
1013,360407,XAUUSDm,SELL,4263.7476400000005,4274.377,0.05,0.05,closed,30min,2026-06-18T12:30:13.795677
1012,359847,XAUUSDm,SELL,4257.96912,4260.068,0.05,0.05,closed,5min,2026-06-18T12:15:13.883644
1011,359668,XAUUSDm,SELL,4258.719,4262.177,0.05,0.05,closed,15min,2026-06-18T12:15:12.659372
1010,359089,XAUUSDm,SELL,4243.00564,4247.167,0.05,0.05,closed,5min,2026-06-18T12:00:21.685209
1009,357321,XAUUSDm,SELL,4243.00564,4247.167,0.05,0.05,closed,5min,2026-06-18T11:40:06.065232
1008,355270,XAUUSDm,SELL,4255.21116,4257.305,0.05,0.05,cancelled_restart,5min,2026-06-18T11:00:20.027198
1007,355105,XAUUSDm,SELL,4255.47568,4269.726,0.05,0.05,cancelled_restart,15min,2026-06-18T11:00:18.311042
1006,355087,XAUUSDm,SELL,4263.7476400000005,4274.377,0.05,0.05,closed,15min,2026-06-18T11:00:16.883891
1005,354934,XAUUSDm,SELL,4263.7476400000005,4274.377,0.05,0.05,closed,30min,2026-06-18T11:00:15.107478
1004,354766,XAUUSDm,SELL,4261.77124,4271.632,0.05,0.05,closed,5min,2026-06-18T10:55:09.543552
1003,354566,XAUUSDm,SELL,4263.57568,4267.69,0.05,0.05,closed,5min,2026-06-18T10:50:09.148755
1002,354398,XAUUSDm,SELL,4269.61036,4291.867,0.05,0.05,closed,5min,2026-06-18T10:45:13.893985
1001,353126,XAUUSDm,SELL,4269.61036,4291.867,0.05,0.05,closed,5min,2026-06-18T10:25:07.615383
1000,352354,XAUUSDm,SELL,4269.61036,4291.867,0.05,0.05,closed,5min,2026-06-18T10:10:09.772065
999,351301,XAUUSDm,BUY,4263.8022359999995,4256.958,0.05,0.05,closed,2H,2026-06-18T10:05:08.895826
998,349521,XAUUSDm,SELL,4269.61036,4291.867,0.05,0.05,closed,5min,2026-06-18T09:35:15.557702
997,348145,XAUUSDm,SELL,4278.39624,4308.228,0.05,0.05,closed,15min,2026-06-18T09:35:14.206867
996,344608,XAUUSDm,SELL,4296.25296,4333.029,0.05,0.05,closed,30min,2026-06-18T09:35:12.841256
995,344439,XAUUSDm,SELL,4304.76572,4350.28,0.05,0.05,closed,2H,2026-06-18T09:35:11.488048
994,344204,XAUUSDm,SELL,4301.51996,4350.28,0.05,0.05,closed,4H,2026-06-18T09:35:10.110574
993,349206,XAUUSDm,BUY,4271.739572,4267.969,0.05,0.05,closed,5min,2026-06-18T09:20:10.774517
992,346358,XAUUSDm,BUY,4284.4914,4272.951,0.05,0.05,closed,15min,2026-06-18T08:30:14.517355
991,346035,XAUUSDm,BUY,4287.065144,4280.291,0.05,0.05,closed,5min,2026-06-18T08:25:12.467563
990,345264,XAUUSDm,BUY,4287.065144,4280.291,0.05,0.05,closed,5min,2026-06-18T08:10:09.132858
989,344534,XAUUSDm,BUY,4273.828908,4249.827,0.05,0.05,closed,30min,2026-06-18T08:05:08.922152
988,344082,XAUUSDm,BUY,4279.758432,4256.958,0.05,0.05,closed,4H,2026-06-18T08:05:06.330311
987,344672,XAUUSDm,BUY,4271.296392,4249.827,0.05,0.05,closed,15min,2026-06-18T08:00:28.860578
986,344669,XAUUSDm,BUY,4284.4914,4272.951,0.05,0.05,closed,15min,2026-06-18T08:00:27.004416
985,343906,XAUUSDm,SELL,4293.75592,4297.567,0.05,0.05,closed,5min,2026-06-18T07:55:06.805898
984,343827,XAUUSDm,BUY,4287.065144,4280.291,0.05,0.05,closed,5min,2026-06-18T07:55:05.863776
983,343318,XAUUSDm,SELL,4303.283,4316.884,0.05,0.05,closed,15min,2026-06-18T07:45:11.988279
982,343134,XAUUSDm,SELL,4295.593080000001,4302.282,0.05,0.05,closed,5min,2026-06-18T07:40:10.323179
981,343128,XAUUSDm,SELL,4296.96068,4308.103,0.05,0.05,closed,5min,2026-06-18T07:40:09.567770
980,343029,XAUUSDm,BUY,4277.187852,4256.076,0.05,0.05,closed,5min,2026-06-18T07:40:08.564948
979,342848,XAUUSDm,BUY,4298.752872,4295.826,0.05,0.05,closed,5min,2026-06-18T07:35:08.756456
978,342822,XAUUSDm,BUY,4293.307723999999,4286.025,0.05,0.05,closed,5min,2026-06-18T07:35:07.198505
977,342821,XAUUSDm,BUY,4298.474152000001,4293.015,0.05,0.05,closed,5min,2026-06-18T07:35:05.825603
976,341990,XAUUSDm,SELL,4309.64272,4312.023,0.05,0.05,closed,5min,2026-06-18T07:20:08.363196
975,341709,XAUUSDm,BUY,4305.4574920000005,4300.75,0.05,0.05,closed,5min,2026-06-18T07:15:10.741144
974,340397,XAUUSDm,BUY,4305.4574920000005,4300.75,0.05,0.05,closed,5min,2026-06-18T06:55:05.501363
973,339877,XAUUSDm,SELL,4303.283,4316.884,0.05,0.05,closed,15min,2026-06-18T06:45:11.661376
972,338164,XAUUSDm,SELL,4303.283,4316.884,0.05,0.05,closed,15min,2026-06-18T06:15:11.098091
971,336797,XAUUSDm,SELL,4309.64272,4312.023,0.05,0.05,closed,5min,2026-06-18T05:55:05.715899
970,336425,XAUUSDm,SELL,4312.19772,4314.648,0.05,0.05,closed,5min,2026-06-18T05:45:12.470068
969,336422,XAUUSDm,SELL,4314.337680000001,4318.872,0.05,0.05,closed,5min,2026-06-18T05:45:11.702503
968,335411,XAUUSDm,SELL,4325.631719999999,4331.092,0.05,0.05,closed,15min,2026-06-18T05:30:14.112908
967,335122,XAUUSDm,SELL,4320.77176,4322.566,0.05,0.05,closed,5min,2026-06-18T05:25:08.462322
966,334870,XAUUSDm,SELL,4326.052119999999,4330.797,0.05,0.05,closed,5min,2026-06-18T05:20:07.948236
965,334869,XAUUSDm,SELL,4321.97272,4325.179,0.05,0.05,closed,5min,2026-06-18T05:20:06.486737
964,334288,XAUUSDm,SELL,4317.020759999999,4320.887,0.05,0.05,cancelled_restart,5min,2026-06-18T05:10:09.727244
